,popularity
65779,46
87314,75
136654,26
136032,29
183734,21
28742,30
78564,59
20370,46
95303,59
210685,35
121013,52
183003,25
88274,52
6462,50
178342,39
12370,49
176753,34
201381,35
22648,52
50674,37
50720,28
76380,0
62586,52
128296,29
43470,56
227209,53
105740,12
29937,27
116552,62
68709,61
36762,40
163291,35
40714,66
56386,59
222962,66
173764,17
16952,59
63080,46
111261,67
220005,29
102851,49
82666,8
93076,75
54826,63
63004,53
55681,1
136180,29
123303,47
8185,36
217628,27
78195,61
120008,51
167065,66
86203,43
12412,41
110988,67
852,42
163096,39
204599,31
183045,23
91058,60
91070,49
205425,33
27386,45
17754,56
206646,20
210525,31
45264,12
215813,61
39656,37
60112,56
205395,21
191078,33
74616,0
60407,56
104033,0
141719,47
207763,47
218479,42
127377,32
103583,55
20885,54
129801,31
172670,18
61534,47
229463,53
122142,51
195757,0
132790,31
91003,51
177165,36
148239,44
89705,52
125923,35
211705,11
178886,35
24703,45
95827,56
98667,57
85062,47
101043,49
107134,6
19480,52
85085,45
190496,17
163298,25
82835,7
173455,15
216915,36
131130,46
165953,24
223829,70
178371,41
101118,53
92902,71
195071,3
220234,35
145429,74
23286,46
185084,34
118729,59
130408,29
71419,21
209249,39
72574,9
138985,74
84460,46
227724,53
115381,63
41417,57
214131,51
58519,22
46050,53
30805,27
68171,66
176554,43
191891,19
109359,76
122432,60
97640,56
56965,67
137052,30
117959,56
208816,41
108653,70
190105,40
7570,36
153585,65
179790,42
170182,23
32857,37
224748,59
151730,57
4758,51
190113,36
230560,36
142301,55
150715,64
26356,40
203684,31
202487,34
163385,34
120041,61
177566,41
185961,27
197935,42
40589,77
93642,60
42421,53
22713,52
210947,32
31916,22
129094,30
112116,64
222357,63
61640,50
20502,53
166323,72
166243,73
132458,40
47211,42
118284,56
131370,53
72188,18
49800,31
121166,50
95138,60
90489,67
219314,31
138770,42
207339,59
76670,0
178172,36
224250,64
152855,64
153230,62
84220,44
14682,69
49945,36
146302,52
192818,58
215466,50
15867,55
114681,64
172227,17
41451,63
82993,8
99523,53
10933,54
49997,34
7108,36
118580,56
74393,0
228195,43
47666,40
121098,54
191974,69
28136,36
205714,31
138956,80
137857,26
140956,49
181581,41
72758,6
220185,20
50187,32
31120,29
47430,45
10111,49
227999,49
155258,52
171647,19
36719,31
57701,36
200383,34
174990,14
209785,41
165122,18
110406,67
146080,60
34316,19
98866,53
181404,34
154807,52
207642,48
38265,37
123740,43
105847,5
78582,56
33988,27
6998,42
105270,0
7401,40
119530,50
154521,53
41825,60
75133,0
143409,47
88649,55
90027,57
141970,48
68589,63
109176,79
182832,27
88108,55
173381,15
221163,29
151821,61
5632,54
203549,31
10678,51
193976,13
220854,21
205090,26
23698,42
102664,51
114877,66
125926,34
155860,57
36501,30
79274,56
128817,33
134331,48
6548,52
75476,0
229126,45
24593,37
4338,38
147479,47
74147,0
30054,26
53077,30
1553,61
215673,46
121328,52
225180,57
187463,21
1432,62
62944,41
30442,29
142091,51
149980,59
166050,20
186271,40
86412,42
33708,14
163531,31
4373,38
49792,28
139836,69
140264,55
217046,27
204063,30
155456,58
56032,1
75961,0
181377,40
141262,59
121772,57
15375,63
83750,51
152687,70
178630,35
131985,36
159750,49
165334,26
41812,65
128280,33
30177,23
47674,44
164459,27
61296,51
232047,44
213614,55
151495,61
41577,68
56940,61
81998,10
21775,0
177408,39
9553,49
58934,26
170222,24
25685,33
131983,36
176215,36
89858,51
6986,38
197379,34
29428,41
116775,57
164794,30
48384,32
126242,40
210417,33
40173,29
143491,46
133179,31
80777,11
113684,69
100171,52
213312,56
208589,39
102413,46
6960,40
147876,45
76709,4
74357,2
29285,28
77344,67
231712,43
38412,32
210271,38
77497,62
167125,28
40730,66
212842,61
232217,41
33058,4
102249,51
91532,70
183146,22
58318,22
56928,60
138885,33
27329,62
107687,5
120292,52
160503,37
63030,42
192610,55
136289,32
34245,26
204528,28
77733,63
139558,62
111932,59
53352,24
16129,71
139464,51
228055,47
196486,0
83326,48
159308,60
92201,49
36614,34
232494,36
161263,30
202245,32
46183,49
159125,49
25100,37
186144,31
113132,66
3324,55
38336,29
9930,51
162253,31
185953,50
163264,28
167715,40
147401,40
44535,48
38911,39
117346,60
161513,27
204205,34
80173,16
29357,26
169573,26
77371,67
154894,54
178216,31
164456,28
183355,21
61932,47
203189,25
108498,77
79551,21
72622,8
15379,65
32682,20
171531,22
46244,46
150544,60
17898,63
97593,54
52425,32
116439,61
219898,25
80950,15
22132,42
177568,34
133301,34
208708,41
158432,58
103758,44
184872,26
83710,49
105329,13
138460,41
173301,16
168749,29
128102,33
207812,51
193526,57
20914,40
19118,58
38340,22
127127,4
7025,40
83637,47
24289,42
220540,32
15811,64
37252,27
40647,59
206191,20
179573,34
178668,42
173531,15
156117,52
31016,23
224941,58
13199,50
209757,36
102677,48
82126,4
142736,47
136586,44
48009,36
187446,27
133350,35
90341,51
232504,40
151798,60
103987,47
117521,57
81387,15
126737,46
141684,50
184707,12
112422,67
215976,44
74737,0
87276,77
147713,48
127280,33
226900,53
46644,50
222473,58
70278,57
90160,62
172669,28
158802,45
75299,0
68579,64
198580,41
18040,58
138611,26
215160,47
15938,61
167166,26
151658,66
118585,56
131702,34
114985,65
72689,7
77063,79
60642,47
214354,63
50662,31
69892,63
12553,42
12357,40
66565,39
16598,59
6091,47
154262,52
191488,19
107514,8
15657,58
167863,35
148539,41
227393,43
70203,57
45285,9
87317,74
23871,44
139095,71
162260,31
137164,39
70951,26
212151,27
205671,23
212274,10
215201,47
22765,58
112299,71
75930,0
606,9
176289,43
28117,41
113969,70
195628,0
189410,24
21279,59
151016,60
219522,34
80847,10
59682,55
57889,1
125334,30
100892,55
153421,56
166140,84
178082,36
123689,44
149254,63
190233,45
134722,36
104746,16
190212,28
140345,52
161466,41
117783,55
94187,67
188231,18
158775,45
174659,14
65558,44
121808,54
219413,46
173886,15
159167,44
8821,34
33151,17
139084,67
109802,65
28988,28
50687,27
64038,42
112513,67
188761,30
100244,61
174292,13
14881,80
19073,47
229392,42
42133,55
47806,46
138934,84
132331,36
152103,59
106101,10
77619,63
75645,0
102067,47
26238,27
96625,53
19872,52
96991,59
53581,32
189340,18
105763,3
194718,3
130197,29
127122,5
77049,0
68628,65
42758,53
20295,49
101149,46
204322,30
173901,15
85019,47
213295,56
107868,87
81254,15
152312,76
81891,5
92924,73
213265,57
202031,28
170899,22
20620,47
99961,65
136142,28
19451,49
219147,30
123025,50
122694,59
146514,53
190712,14
85492,43
195638,0
76123,0
116473,61
10839,44
190294,14
222663,69
12945,49
79624,0
83805,45
189199,21
73696,0
188627,23
167052,68
199099,43
93554,59
98463,55
192573,61
15901,60
88301,56
133888,31
223613,58
36459,25
46877,39
228004,51
129833,30
77208,77
144247,46
166808,70
52173,32
215588,45
141612,46
86750,39
208068,49
53296,27
113114,65
64754,45
8173,36
22269,61
182149,37
129931,30
108663,76
148038,41
206071,27
29717,29
77108,72
106359,15
196178,0
225957,57
189023,45
120742,53
134348,27
160828,35
19692,59
58972,22
112353,61
147582,49
7285,37
182172,39
101604,53
224582,65
7371,39
190898,22
198089,47
192048,72
169886,25
217978,32
108060,82
4409,38
102776,37
152829,65
207523,55
143863,49
158037,57
37941,25
165152,23
136691,46
119234,59
191780,26
82576,9
23826,48
120367,52
155280,60
125123,37
64623,46
165486,23
153843,54
151723,53
212742,63
85237,46
185214,28
16535,60
54603,0
15455,63
85373,44
81170,7
34221,20
216306,58
113436,62
60803,52
212691,63
65784,39
7689,38
185542,31
229704,45
120479,59
151563,58
4630,38
116773,63
157309,37
54285,0
223703,63
8488,36
48224,41
214266,51
185276,33
222444,60
50953,32
229662,39
163764,26
29960,28
55605,2
16196,61
43346,50
108695,78
125779,37
61061,58
159371,42
204200,28
87960,61
125517,8
127040,30
196473,7
96592,61
209885,44
16769,55
184557,8
84311,52
160806,28
176196,36
139292,62
107100,8
58129,26
191181,22
14681,65
97086,60
167659,40
86773,44
219881,19
675,74
99250,62
847,43
38355,30
143003,49
163351,27
106600,5
157142,46
9693,50
186513,27
49142,29
112084,65
177477,39
9236,45
160431,32
133666,33
174169,19
75388,2
131440,39
148085,41
122532,54
188328,24
2397,41
128920,28
229514,37
48897,37
177220,42
208984,43
106298,9
209591,35
216353,44
79005,56
19645,54
150251,65
141996,49
224903,61
139050,75
44897,45
43814,56
174720,15
183143,28
173465,17
206084,29
197557,51
82834,12
154220,52
181627,41
214203,50
78192,60
110656,69
19154,48
32918,17
159078,48
167251,32
64650,38
87855,57
102268,50
190668,13
162259,31
174899,17
90972,60
70986,30
109138,77
114255,68
213353,58
187280,30
172447,19
208152,42
127925,27
126634,31
11247,43
32404,20
189867,23
143610,50
177671,35
84427,49
166868,74
176934,40
958,45
107778,8
141405,61
190349,18
21440,41
214247,51
69311,60
78868,61
82859,8
121713,52
7474,38
107846,90
194133,15
40484,29
223244,69
208493,40
70650,54
114298,74
1940,41
231537,43
87848,54
26264,33
45322,27
218356,25
213530,59
189887,18
6721,54
57444,57
194655,8
70533,59
150475,63
7683,37
102323,65
152949,69
125229,39
125789,32
138572,23
63958,43
95987,57
47007,41
203071,28
3808,40
68226,68
189366,25
203807,33
185815,39
19988,52
168625,30
177802,36
29396,33
85863,46
175905,11
157577,35
54267,1
185683,23
14358,64
3601,59
195062,3
21247,47
63846,43
41795,54
17175,57
2161,40
230029,38
179770,37
177521,43
210872,36
178441,40
69249,62
89984,53
91491,53
96284,59
57902,1
113565,66
32845,28
73002,4
28684,36
118777,54
55022,59
141602,52
193357,54
97595,51
175267,13
180590,35
187976,24
141892,55
17167,55
127721,26
163187,33
100573,54
117908,57
22259,55
100845,51
191387,15
201353,38
15201,66
10062,43
117636,58
186791,45
191308,38
110825,67
30016,30
31164,18
127169,29
54771,67
179473,33
203746,28
139239,66
119490,57
50382,38
94002,67
76764,0
76038,0
211403,12
217268,37
2906,56
89341,52
126047,0
209377,39
147108,51
13183,42
16971,62
193437,60
204439,25
144557,50
195510,0
131637,38
153068,66
115775,59
42978,50
151481,59
118086,60
213939,54
207569,52
156939,43
208703,43
175605,17
125160,34
85324,41
152974,63
156693,52
120799,51
36217,39
188725,25
168848,27
55338,0
65121,37
148953,46
189066,18
14136,70
14737,68
208745,26
39271,26
153217,54
145685,65
80191,8
113397,63
138456,27
22560,55
79746,16
101837,47
165830,11
1538,62
83002,18
6651,57
137545,22
189098,29
216507,51
119890,55
215467,46
25689,40
45852,58
226658,59
142889,47
101908,49
188520,21
111445,72
121702,53
2589,61
142050,58
228445,47
107023,3
167005,70
72831,4
9741,49
178402,39
109066,68
197014,40
129873,29
109590,69
58897,25
197570,58
170974,20
210859,35
901,42
142717,49
32278,19
120647,54
174711,14
71909,21
144585,61
221710,20
190207,20
57657,1
96628,55
159067,45
27874,42
221471,32
24290,62
33826,26
31244,21
18315,55
82590,4
96970,60
78338,61
203873,27
73139,2
75217,0
207199,66
59819,51
154513,60
27127,34
100328,49
210548,32
106089,5
50793,28
20050,45
166971,71
16821,56
78155,59
139309,64
200073,31
100395,50
205104,25
137110,29
11942,52
214225,51
175582,12
40146,30
148750,41
66712,76
157967,37
131392,37
139226,69
136121,23
82823,10
43287,50
191378,14
37784,42
43977,49
215843,48
22784,51
208572,40
69298,64
23546,40
35121,14
139159,68
221980,72
164006,29
5404,46
163532,25
56670,61
128749,25
130755,26
24102,35
95626,54
224064,34
54504,0
24980,37
68900,62
87832,59
201474,40
47202,50
90024,50
51558,27
210737,40
135019,33
145051,46
140815,51
177216,41
53761,25
92596,50
66505,47
111409,73
202756,31
165116,28
17742,54
189298,48
221421,25
137166,23
93471,68
200088,39
128892,24
179357,30
72800,10
135225,32
8546,35
100661,56
101949,46
193179,57
193446,56
16703,72
176711,44
76008,0
82968,4
57794,36
215105,48
94479,58
203894,27
38894,35
9864,46
146878,47
156290,53
194932,22
231938,44
58009,36
157579,35
897,51
229101,41
168624,29
105681,4
225403,54
47252,41
24386,53
119087,52
113321,69
21901,52
125621,35
195502,0
183994,11
158045,32
20513,49
19025,60
1141,70
195598,0
213557,66
231456,38
132985,47
220640,25
130748,20
163350,27
166399,68
137841,36
106219,8
130130,29
88454,64
205274,28
78436,57
190903,14
79056,62
66785,73
95114,58
124141,43
2995,56
149750,58
115530,61
12905,45
54791,59
220926,29
86315,42
196197,0
150188,63
152306,88
211078,30
204658,39
173579,27
104312,0
177654,36
90716,51
17584,63
194252,5
2487,39
5605,50
91927,52
167376,46
65693,54
111972,65
152619,66
206999,27
110620,70
100286,52
13797,73
120038,51
223229,61
33207,3
214216,52
153121,58
171989,19
22046,51
89110,54
8096,35
220731,28
181122,37
77659,67
191740,12
28227,40
93464,68
133396,38
26576,37
146895,46
163461,23
193936,21
226760,56
55946,12
157183,43
102439,44
106146,11
148006,37
231235,38
137938,23
214364,56
50671,29
94631,63
229996,46
218664,32
6230,45
29225,25
127255,33
59290,20
48685,37
49211,36
125115,30
110377,63
63969,41
47113,49
64149,47
140717,50
8862,41
80797,15
47932,38
53193,37
49615,29
196290,0
14489,66
117973,55
42547,59
202260,33
99139,53
152553,75
176885,36
39953,37
90725,57
112227,63
41483,61
124721,4
216412,44
166021,16
54208,0
208978,39
28452,56
4662,37
205866,29
28274,38
81244,12
221554,18
218418,28
50017,33
190975,21
179680,33
177140,38
168491,32
225150,60
99489,51
12429,47
32956,21
51774,22
159863,40
9759,49
150361,65
87649,70
214458,51
186136,29
177499,36
119186,51
173346,16
59775,50
39370,30
166642,66
34488,27
226670,50
116583,58
60483,57
77275,70
189472,18
17514,59
45241,12
226994,54
95819,55
209613,31
217928,31
211753,11
156774,45
125741,37
98369,61
154048,69
66898,79
192081,74
154719,60
149067,42
4403,40
41391,54
65999,42
174201,14
119122,60
121494,49
37072,33
186945,45
96460,53
9543,46
155659,49
36038,20
122981,44
3239,53
212853,60
70405,60
129030,28
38705,24
93095,78
179187,32
71550,29
205313,24
146745,62
5106,49
65449,46
65946,44
102099,48
43528,49
111346,71
48595,41
5500,49
138850,21
133739,37
81391,17
131376,42
133603,38
53461,36
142107,48
39847,23
9940,47
63493,43
225081,58
37562,31
161046,44
138549,38
121986,53
92543,46
27538,41
72712,12
170629,25
114496,66
172865,19
25239,49
115403,62
61819,46
58283,29
224373,56
111725,61
71609,24
8162,36
97040,55
3089,59
63216,47
37353,36
70183,55
196330,1
38415,28
141873,51
231204,43
84606,42
133821,36
155248,48
170479,26
31071,43
132611,65
133925,51
9344,51
160652,34
197991,50
132209,33
220314,29
147110,54
40549,71
60260,54
187922,30
61827,48
62080,44
92100,53
3322,54
115240,63
202286,27
130929,28
80109,8
39660,28
131001,49
105279,49
172577,18
159152,39
214879,49
145341,50
182101,46
211890,11
207357,57
92481,51
169178,30
86413,46
108844,74
102908,47
42243,52
33698,14
138654,26
16960,56
139678,58
49968,40
52682,34
114232,67
137807,32
148919,40
113590,65
207129,31
60644,52
145310,49
109894,74
195439,2
163252,29
138590,24
81738,11
145913,53
90102,50
89971,53
97220,63
63732,49
151740,60
62504,56
77491,67
60613,54
118985,52
229365,46
154540,56
69944,57
42579,53
26969,38
86629,40
139719,61
122409,65
134280,27
65134,51
144462,56
82826,12
607,11
52958,30
66784,77
83674,51
121874,58
118670,56
215321,48
103455,63
204074,26
8789,42
25821,37
74742,0
56037,3
180405,29
188507,28
20397,55
219973,29
165198,24
76928,0
208542,46
230427,44
214850,49
52519,21
186939,26
187498,27
136279,25
147872,41
101985,46
49882,34
35375,12
69233,59
213382,57
14366,68
227779,48
147757,39
127025,37
142597,46
205442,26
41243,61
60562,48
151726,57
43270,53
105403,12
5750,54
41784,55
131246,46
90155,54
98955,49
45135,26
81979,8
60766,50
67758,76
7786,36
10462,52
88986,57
22563,47
200355,44
215970,44
2448,55
73180,1
168405,32
106313,3
84030,44
96495,51
159324,53
109547,71
131824,37
17442,54
229346,44
51512,30
114589,70
10651,47
177899,36
33391,23
101206,58
223049,63
143919,54
76074,1
45703,54
12633,40
215652,47
144241,49
100062,60
212089,11
217565,32
60033,53
213036,60
131698,37
130742,26
16058,60
145887,53
142518,51
30698,22
174392,22
226924,58
168083,32
195430,1
32213,22
85636,43
97675,56
127488,37
117249,57
174272,14
6087,50
125784,34
64931,44
226727,49
177766,57
92563,60
152292,83
211161,31
70247,58
38400,25
32459,14
218893,32
97856,52
16669,65
153316,55
122665,57
59702,55
25441,46
126380,32
227828,44
231605,35
135788,27
217146,33
185902,28
226499,57
29036,29
140001,51
203523,28
142086,55
214607,49
60018,53
36856,33
142013,60
158576,47
96123,51
128996,33
146360,48
37225,34
155999,55
69753,59
59648,56
217993,28
54132,66
71219,33
199500,44
206640,30
205684,33
163701,34
143109,49
130813,31
63241,48
126194,33
137922,28
181293,33
180288,43
201409,37
102078,58
42960,55
191651,30
170635,25
200046,32
108530,76
21184,46
145053,48
145451,66
106952,6
117306,67
81384,10
57074,54
103158,45
164880,29
59300,23
143129,46
232207,39
170555,24
152403,75
143427,44
137797,23
21962,51
11827,45
144426,48
119931,51
115089,72
168588,30
154267,62
218910,30
118036,56
112108,66
145808,56
126771,36
46611,47
100007,50
53965,67
90448,50
187213,23
2202,42
113942,60
210601,30
137569,54
15283,68
124122,36
41134,64
209555,35
180827,8
120625,54
18138,46
62757,51
99540,49
136807,47
157294,43
194998,15
47373,38
102017,49
103273,42
203077,29
209393,35
201942,27
40656,65
148145,0
198869,46
171321,21
15104,68
1012,43
154592,62
175849,11
207870,47
146680,48
184581,16
98695,54
25344,38
138036,29
222945,63
38918,29
37963,35
64393,43
190076,20
183557,15
50337,31
160023,37
168381,36
131173,42
17796,57
212265,9
231983,45
196116,0
118055,56
131110,55
123068,48
232251,46
21211,52
107894,85
81323,13
214788,47
128818,33
50542,32
130615,23
32341,19
46198,57
96201,56
150535,59
177651,38
126264,28
202653,25
136466,43
125044,55
5105,49
82280,6
58305,33
196672,44
1514,59
89947,62
209318,39
86349,43
61642,47
198780,40
119152,55
116462,63
70760,56
57016,63
186308,30
35905,17
75917,1
62282,48
48206,33
141799,48
170301,23
112922,65
136786,30
222902,68
170821,23
105666,7
111155,64
95344,59
66804,82
53509,23
91523,56
169989,23
191255,32
84964,51
66763,76
222046,70
181729,41
5873,47
21718,53
151983,57
221707,27
203066,30
154525,56
132071,43
157416,46
72727,5
30989,43
26306,38
64422,40
204672,33
50868,24
157242,44
31544,31
66136,52
41439,57
168677,29
83881,43
74255,1
87476,72
229920,52
194901,4
210234,34
145829,58
164745,37
108936,76
200293,32
228569,39
104346,32
52900,22
12496,45
155041,55
230447,38
181681,30
84573,45
35018,15
227088,46
110062,73
61348,50
224092,72
98445,42
49689,33
179442,37
225047,61
189160,23
191043,16
113481,65
4419,40
123173,49
39752,32
85943,52
21853,56
164328,35
64987,45
69662,60
71032,31
146562,51
88020,64
192284,64
201348,33
188234,18
200583,38
149427,70
156099,49
232523,39
82564,9
14122,71
84400,46
77567,70
195174,18
187378,19
158092,29
98351,51
57437,52
204473,25
147322,50
68547,66
14011,81
119210,56
54199,0
148254,44
80205,18
212642,63
29408,27
165076,20
213451,58
126241,37
166292,77
69722,62
185130,26
79506,18
170317,23
215431,47
82479,4
25053,32
115069,66
149811,62
171144,23
92040,49
114579,62
141572,55
79225,61
116903,66
114450,65
68453,64
144374,50
54402,0
205890,28
64322,47
175748,26
121755,54
94819,53
171874,20
25511,40
40344,20
226412,69
169171,27
143161,55
159506,42
53174,24
23210,53
67246,67
120848,58
152222,57
131563,0
108162,78
41625,60
163967,24
98690,56
193440,59
47143,40
32715,18
156713,42
175845,10
85413,41
67250,70
201324,40
85884,52
21677,43
211143,33
186341,27
227318,52
72099,21
120048,52
107437,9
79338,16
92048,52
41718,55
136421,34
2920,53
203147,33
4819,53
43447,52
178625,37
124697,5
201904,33
179604,39
83024,11
213414,56
68814,65
221869,70
222587,70
153474,55
187998,28
49929,35
79681,16
193427,56
92126,50
116468,60
135095,38
37845,32
225497,62
84469,48
192388,63
203739,26
81608,10
104885,0
205693,33
67489,69
10010,49
156872,41
223328,61
100090,49
225878,57
183912,19
140375,51
100513,55
123677,0
141668,49
109235,80
24084,42
175048,13
96300,54
191291,20
178555,36
75312,2
7814,41
192740,71
55375,11
158146,55
148730,42
183625,17
196030,0
120538,51
53880,67
214959,49
231465,42
128787,29
139075,73
220203,23
70020,58
187423,27
212161,12
225524,57
179021,35
93049,69
44482,46
179855,39
171500,21
65527,41
178466,40
156278,49
206606,26
117425,58
206998,27
231675,54
217687,35
21660,51
40317,28
19033,55
115800,66
154390,50
159237,43
127304,34
45931,58
62341,44
188979,30
105077,0
169446,26
227057,50
198290,51
142574,48
124855,37
118091,55
108210,83
83108,17
113367,60
11567,45
232380,39
5528,57
107047,9
57210,53
87950,69
217581,33
228313,44
131733,1
178894,38
30909,19
142834,47
181508,34
171270,34
217484,27
194659,3
49832,39
29038,33
100650,66
107653,9
210547,37
221390,19
229437,39
186538,28
114678,66
210586,36
170174,24
63056,50
158250,53
216637,43
50777,30
28017,39
56639,58
91687,53
192947,57
80806,17
119400,52
135084,30
113682,63
154123,53
96666,56
116913,63
223512,65
97551,54
38666,35
200942,33
215440,49
143506,47
168967,27
215245,0
52137,35
39112,30
70547,55
163396,41
184762,39
227893,45
187938,17
68366,65
199056,39
72624,8
21945,47
231913,43
31464,24
148214,44
220542,26
70370,58
131848,39
189329,17
18145,53
162306,38
187860,27
31306,22
25799,45
15012,69
99590,53
199958,40
206398,21
18728,58
175783,11
178664,33
225375,57
27135,42
117631,60
66298,41
194997,4
80401,18
164003,32
139410,63
9080,87
707,42
95181,55
181600,35
193758,38
213372,58
3709,48
116902,61
217365,34
158018,36
206266,21
132718,39
92570,45
103965,47
204445,22
44365,54
59453,17
175114,22
165762,34
115270,65
210224,38
48039,40
138871,26
205253,22
215604,47
4054,39
7367,45
228095,46
222315,65
43343,54
35869,23
200262,39
19788,53
22247,56
100832,52
35845,16
137127,47
210747,37
187784,20
47777,31
35305,13
83367,48
77311,68
171718,21
95541,59
96286,57
219162,32
52344,22
220612,34
112487,66
115772,60
119283,58
126721,41
230249,39
42930,51
32339,21
60238,52
158490,51
133651,34
229554,42
121590,53
9428,62
50495,31
100055,60
45389,14
202362,30
119197,61
123374,48
128019,25
15621,56
25721,35
94970,64
131842,48
162776,31
143825,46
193509,57
113620,62
143786,44
201612,31
168813,29
173956,14
158241,54
209479,39
126917,33
2049,53
76585,1
11801,50
209767,36
54106,62
120314,56
24358,43
126571,38
63613,44
34921,15
4607,38
223368,58
17070,59
142566,46
214976,47
31285,39
170196,24
14426,71
29719,24
27079,47
147953,41
157978,30
104107,15
172839,17
130949,22
218434,31
35471,16
104938,54
44227,52
119222,54
34066,25
97111,61
68792,80
66965,73
91311,49
72554,7
77276,77
111744,62
202434,32
200200,35
195176,3
134921,30
148542,36
169744,26
223309,69
124998,1
4283,40
94046,62
133321,36
200719,40
56666,56
63724,45
93334,68
33764,17
207063,28
81053,8
19481,62
57758,39
108102,89
90045,52
22961,48
31163,26
136591,31
85684,40
55057,65
203152,36
7914,37
90383,55
77058,82
92738,47
201129,33
134088,46
1410,64
182219,38
107379,5
104914,26
226964,54
62435,38
33377,19
168182,36
9755,46
178932,37
136179,24
220162,28
158240,54
27678,42
167448,43
220138,38
172362,21
183493,17
114663,67
61716,49
66021,50
124077,41
96940,58
143449,50
192307,65
65111,50
152164,58
219518,28
207904,35
11854,43
22489,55
121382,57
226802,55
222057,67
80556,12
93342,64
38253,29
15858,64
66642,84
98978,56
193912,7
166064,80
178381,30
155595,26
179066,36
211299,12
65517,47
100584,54
102237,45
127821,34
118525,62
58962,23
127770,31
185537,24
186949,20
126620,39
92722,50
198566,41
49592,30
214154,58
45416,23
42456,56
18767,52
2530,59
26302,40
222747,69
225760,56
29802,29
178802,35
72582,8
73772,0
22415,62
90293,51
28793,31
148213,49
57913,0
189391,17
230317,44
40933,63
51816,34
226898,48
179845,42
116180,62
197173,42
161228,41
201089,37
164801,26
127749,32
106474,6
138754,32
8906,37
202663,32
92260,47
157570,33
231228,50
161771,43
39489,34
156679,48
70353,57
137379,24
162316,34
188930,35
198402,43
88839,52
229292,41
6222,51
122008,53
25090,35
111466,65
113181,71
33323,15
61138,54
42347,63
83557,48
175726,12
99929,52
74491,0
217929,39
9370,51
69454,65
45880,50
36304,36
24168,42
153918,55
17988,57
60888,52
16526,60
21459,54
85902,44
51870,29
220649,26
126839,34
154375,52
183865,18
69642,58
40972,62
122545,55
133258,30
143818,46
18796,54
162649,29
226217,54
55422,0
222174,65
111671,65
53301,25
161842,44
164066,26
24698,42
4424,38
168468,29
72187,21
41296,60
175828,11
52827,22
27068,30
165485,29
193727,55
161178,35
95327,46
220277,24
71052,35
213735,53
50570,24
32453,18
148596,48
231021,35
49863,41
150261,64
190985,18
196755,39
38291,31
93226,68
22388,58
44675,52
213919,52
47371,47
139161,59
84776,39
54031,61
227788,50
33426,17
137960,33
29919,28
99548,62
130862,29
117408,61
228347,50
51382,27
72263,17
94144,62
96613,59
96784,56
150209,60
99246,54
188277,24
163818,22
114701,68
32430,21
96380,51
53156,27
174698,14
75791,1
124752,3
88046,57
65561,42
78355,57
126205,34
178527,34
170830,22
143847,50
41649,66
80138,18
133758,43
207767,51
2749,60
193414,57
91548,60
208012,45
206479,34
115890,75
129270,29
133464,32
38249,29
144038,36
21469,54
12585,42
83094,9
173980,15
131559,35
41646,62
181165,27
66443,38
222508,59
106389,10
212971,59
9822,43
162268,27
7545,37
88268,56
97541,55
153359,55
177808,37
141170,53
216756,41
80689,15
146944,50
133648,32
107021,7
124175,46
192498,57
99970,57
38506,40
15356,61
106533,9
30326,27
11682,47
205699,29
188709,23
159775,42
49611,37
230237,42
37808,46
5455,60
60410,55
178996,35
217536,39
173508,16
31418,26
194750,4
203195,35
99251,49
221411,23
85207,48
203863,26
142944,40
93209,71
4861,51
2703,56
71815,36
152832,67
231164,37
228387,44
112057,64
129207,29
105718,14
3343,40
141659,53
5126,51
211525,10
121556,49
129400,26
88510,56
128592,27
21369,48
193404,58
4857,56
95293,63
144867,49
82113,7
76656,4
202632,31
40675,75
62528,46
137341,41
22674,46
197162,42
69888,57
102322,47
14973,60
161899,46
67104,74
192210,68
111469,65
63822,51
130215,31
129554,30
140074,48
64510,45
49860,34
101911,52
37041,42
97874,52
181608,29
54528,0
122609,50
59511,10
44685,50
90420,50
198797,47
176892,32
188558,22
88916,56
121417,52
91456,47
54284,0
205562,29
65329,43
217036,47
90377,47
125669,30
41085,62
120320,50
157653,38
146917,43
105565,7
198997,45
79022,59
151864,58
3734,44
190385,15
187395,34
102009,50
136395,26
154097,60
100619,44
166348,71
180081,37
147359,46
117870,58
22344,63
58384,27
42523,64
169752,34
159252,51
156599,57
108575,82
230522,41
98598,59
150310,62
174965,13
205587,21
19117,59
15744,61
101195,47
47540,36
55996,2
214141,51
220515,39
49369,30
54941,61
48391,42
90130,51
218767,31
207062,28
69687,61
122381,50
168910,31
121011,52
214105,11
176940,47
111303,65
19231,50
226443,57
28959,37
225792,58
39790,28
169261,26
32575,21
207553,52
58629,19
187290,21
59138,17
139121,69
189901,19
216583,47
196677,40
196924,37
227473,54
32424,23
208593,38
36528,37
50938,27
104260,0
181728,33
230147,40
58953,22
216561,44
164757,23
209904,42
194513,11
190542,24
158106,28
109558,73
170867,23
43095,61
115891,62
175252,13
38817,30
68023,66
78091,63
41255,60
166629,72
62365,41
64719,41
55500,9
80600,16
228636,46
194079,8
194022,27
231223,44
67485,67
56578,60
31180,20
217402,32
40003,25
16073,52
124766,4
141791,44
165700,25
6807,50
56364,2
137689,27
220058,34
50580,33
230849,41
75425,4
172690,18
94795,60
123865,46
84295,49
163817,24
172813,19
7007,39
130990,41
55617,1
113554,66
108881,74
159601,32
80195,13
51619,35
226806,54
219339,27
